TStamp	X	Y	Z
1613754861270	0.056473	0.525772	-0.354248
1613754861273	0.040588	0.534317	-0.333481
1613754861275	0.019821	0.533096	-0.313934
1613754861278	0.001495	0.528214	-0.294373
1613754861280	-0.019272	0.515991	-0.276047
1613754861282	-0.042480	0.497681	-0.258957
1613754861285	-0.065689	0.473236	-0.239395
1613754861287	-0.086472	0.442673	-0.222305
1613754861289	-0.101120	0.412140	-0.202744
1613754861292	-0.124329	0.370605	-0.186859
1613754861294	-0.146332	0.330292	-0.170975
1613754861297	-0.163422	0.289963	-0.153885
1613754861299	-0.179306	0.249664	-0.135559
1613754861301	-0.189087	0.208130	-0.118454
1613754861304	-0.204956	0.162918	-0.103790
1613754861306	-0.214752	0.117706	-0.087906
1613754861308	-0.220840	0.070068	-0.072021
1613754861311	-0.226959	0.022415	-0.059799
1613754861313	-0.229401	-0.021545	-0.046371
1613754861316	-0.233078	-0.066757	-0.036591
1613754861318	-0.230621	-0.108292	-0.026825
1613754861320	-0.234283	-0.154724	-0.023148
1613754861323	-0.225739	-0.188934	-0.017059
1613754861325	-0.222076	-0.229233	-0.015823
1613754861328	-0.214752	-0.263443	-0.014618
1613754861330	-0.207413	-0.293991	-0.013382
1613754861332	-0.200073	-0.323318	-0.015823
1613754861335	-0.186630	-0.345306	-0.018265
1613754861337	-0.179306	-0.367294	-0.023148
1613754861339	-0.164658	-0.381958	-0.026825
1613754861342	-0.151215	-0.391739	-0.032928
1613754861344	-0.139008	-0.399063	-0.040268
1613754861347	-0.128006	-0.403946	-0.048813
1613754861349	-0.110886	-0.402725	-0.057358
1613754861351	-0.095001	-0.400284	-0.067139
1613754861354	-0.082794	-0.397827	-0.080582
1613754861356	-0.058365	-0.383179	-0.090347
1613754861358	-0.044922	-0.373413	-0.102570
1613754861361	-0.022934	-0.361191	-0.115997
1613754861363	-0.009491	-0.346527	-0.131882
1613754861366	0.010056	-0.326981	-0.144104
1613754861368	0.032043	-0.308655	-0.156326
1613754861370	0.051590	-0.291550	-0.168533
1613754861373	0.074783	-0.265884	-0.178299
1613754861375	0.093109	-0.245117	-0.191742
1613754861377	0.113876	-0.223145	-0.200302
1613754861380	0.139542	-0.198700	-0.210068
1613754861382	0.162750	-0.176697	-0.219864
1613754861385	0.183517	-0.157166	-0.230835
1613754861387	0.201843	-0.137604	-0.241837
1613754861389	0.226288	-0.113174	-0.250397
1613754861392	0.243378	-0.096069	-0.261398
1613754861394	0.259262	-0.078964	-0.271164
1613754861396	0.278824	-0.064316	-0.279724
1613754861399	0.295914	-0.054535	-0.287048
1613754861401	0.309357	-0.047195	-0.295609
1613754861404	0.322800	-0.043549	-0.301712
1613754861406	0.338684	-0.037430	-0.307816
1613754861408	0.353333	-0.037430	-0.315140
1613754861411	0.357010	-0.041107	-0.327362
1613754861413	0.371674	-0.034988	-0.331024
1613754861416	0.377777	-0.032547	-0.338364
1613754861418	0.393661	-0.025223	-0.343246
1613754861420	0.396103	-0.027664	-0.350571
1613754861423	0.398544	-0.032547	-0.360352
1613754861425	0.404648	-0.032547	-0.366455
1613754861427	0.408325	-0.037430	-0.372574
1613754861430	0.416870	-0.037430	-0.377457
1613754861432	0.418091	-0.042313	-0.386017
1613754861435	0.422974	-0.042313	-0.389664
1613754861437	0.419312	-0.049652	-0.395782
1613754861439	0.421753	-0.049652	-0.398224
1613754861442	0.420532	-0.050873	-0.399445
1613754861444	0.416870	-0.053314	-0.401901
1613754861446	0.415649	-0.053314	-0.401901
1613754861449	0.410767	-0.055756	-0.400665
1613754861451	0.400986	-0.058197	-0.399445
1613754861454	0.393661	-0.055756	-0.397003
1613754861456	0.386337	-0.053314	-0.392105
1613754861458	0.377777	-0.050873	-0.384781
1613754861461	0.368011	-0.045990	-0.377457
1613754861463	0.358231	-0.041107	-0.368896
1613754861465	0.348450	-0.033768	-0.360352
1613754861468	0.338684	-0.020340	-0.349350
1613754861470	0.325241	-0.014221	-0.339584
1613754861473	0.319122	0.000427	-0.327362
1613754861475	0.308151	0.012650	-0.315140
1613754861477	0.298355	0.023651	-0.302933
1613754861480	0.288589	0.035858	-0.289490
1613754861482	0.281265	0.050507	-0.276047
1613754861484	0.273941	0.066391	-0.262604
1613754861487	0.266586	0.083496	-0.251633
1613754861489	0.258057	0.103043	-0.239395
1613754861492	0.255615	0.122589	-0.227188
1613754861494	0.249496	0.136032	-0.214981
1613754861496	0.249496	0.153137	-0.200302
1613754861499	0.247055	0.164124	-0.190536
1613754861501	0.249496	0.175125	-0.179535
1613754861504	0.248260	0.182449	-0.172211
1613754861506	0.249496	0.194687	-0.164886
1613754861508	0.253174	0.203217	-0.157532
1613754861511	0.254379	0.208130	-0.151443
1613754861513	0.259262	0.216660	-0.146561
1613754861515	0.255615	0.220337	-0.142883
1613754861518	0.265381	0.226456	-0.136765
1613754861520	0.266586	0.224014	-0.131882
1613754861523	0.271500	0.221542	-0.126999
1613754861525	0.276382	0.216660	-0.123337
1613754861527	0.275146	0.209335	-0.119675
1613754861530	0.277588	0.202011	-0.115997
1613754861532	0.281265	0.193451	-0.112335
1613754861534	0.282471	0.182449	-0.108673
1613754861537	0.281265	0.166565	-0.106232
1613754861539	0.281265	0.148254	-0.103790
1613754861542	0.283707	0.131149	-0.100128
1613754861544	0.282471	0.114044	-0.096466
1613754861546	0.277588	0.094498	-0.096466
1613754861549	0.273941	0.083496	-0.094009
1613754861551	0.270264	0.073730	-0.090347
1613754861553	0.260498	0.061508	-0.086685
1613754861556	0.249496	0.052948	-0.083023
1613754861558	0.243378	0.049301	-0.079361
1613754861561	0.228729	0.043182	-0.073242
1613754861563	0.220169	0.045624	-0.065918
1613754861565	0.210403	0.049301	-0.061035
1613754861568	0.200623	0.057846	-0.053696
1613754861570	0.185959	0.063950	-0.050034
1613754861573	0.171310	0.071289	-0.045151
1613754861575	0.162750	0.085953	-0.040268
1613754861577	0.146866	0.098160	-0.036591
1613754861580	0.133438	0.114044	-0.035385
1613754861582	0.116318	0.129929	-0.030487
1613754861584	0.101669	0.148254	-0.026825
1613754861587	0.089462	0.166565	-0.023148
1613754861589	0.072342	0.183685	-0.020706
1613754861592	0.066254	0.206894	-0.014618
1613754861594	0.052826	0.222778	-0.010941
1613754861596	0.044266	0.242340	-0.007263
1613754861599	0.038147	0.261871	-0.002380
1613754861601	0.030823	0.276535	0.001266
1613754861603	0.025940	0.293640	0.007370
1613754861606	0.018616	0.308304	0.014694
1613754861608	0.016174	0.326630	0.020813
1613754861611	0.006393	0.336395	0.028137
1613754861613	-0.004608	0.348618	0.036697
1613754861615	-0.018036	0.358383	0.045242
1613754861618	-0.030258	0.368164	0.056229
1613754861620	-0.049805	0.373047	0.067230
1613754861622	-0.065689	0.380371	0.079453
1613754861625	-0.082794	0.386490	0.092896
1613754861627	-0.104797	0.385269	0.105103
1613754861630	-0.126770	0.384048	0.119766
1613754861632	-0.149979	0.379166	0.133209
1613754861634	-0.170746	0.373047	0.147873
1613754861637	-0.197632	0.360840	0.160080
1613754861639	-0.224518	0.344955	0.174744
1613754861641	-0.244064	0.325409	0.189407
1613754861644	-0.270935	0.298523	0.202850
1613754861646	-0.296600	0.266754	0.213852
1613754861649	-0.322250	0.231339	0.221176
1613754861651	-0.349136	0.192245	0.226059
1613754861653	-0.378464	0.154358	0.228500
1613754861656	-0.406555	0.115265	0.229736
1613754861658	-0.431000	0.077393	0.228500
1613754861661	-0.454208	0.041962	0.224823
1613754861663	-0.481079	0.004089	0.219940
